parameters,count,mean,std,min,25%,50%,75%,max
theta.185,4000.0,0.11568009432893701,0.4469640394062756,-1.5166002263587555,-0.207438990561439,0.11705600727956274,0.4242177899243751,1.951566497510836
theta.186,4000.0,-0.22721477841905988,0.42912794573546187,-1.924200166461511,-0.5193735955819893,-0.23444415368152818,0.06930253524232878,1.455522147706812
theta.187,4000.0,1.2688899988272866,0.47675453592775685,-0.4960297287397961,0.9444509552136298,1.2683799943259206,1.5893119142947634,2.9126591805685558
theta.188,4000.0,-0.007557423128533261,0.4836160096609845,-1.8022976457917905,-0.34319796621250537,-0.015071814076770499,0.3207592713164571,1.8479688926703337
theta.189,4000.0,-0.7188187341595365,0.45049416823389704,-2.220753246751003,-1.026852207935541,-0.7131417747925584,-0.41805849211960777,0.7481455439215062
theta.190,4000.0,-0.7808955034295879,0.4125044893774523,-2.313162390781131,-1.0599778345438415,-0.7862094060682022,-0.49812328529064676,0.7533101383849857
theta.191,4000.0,0.46147774669207126,0.4579659407390876,-1.2164555266428685,0.14808269217100542,0.4583302431746591,0.7614043243762235,2.0267969110487605
theta.192,4000.0,0.3439917213308797,0.4336122234060607,-1.3136521472721896,0.052560516799951884,0.3413769225846349,0.6293213285322802,1.988489740745792
theta.193,4000.0,-0.3748687327330284,0.4383882874998167,-2.157019302976096,-0.6768752221988137,-0.3698996241102753,-0.07857594590258872,1.5361549545602706
theta.194,4000.0,0.38664932670202756,0.455575730061054,-1.1863578526361431,0.0727147306023178,0.38243139942671533,0.6865064125218324,1.912984148126357
theta.195,4000.0,-0.4025760730330437,0.4961608546753881,-1.9371929799567413,-0.7572216883370952,-0.41754423972920957,-0.06141454912176644,1.601341541260814
theta.196,4000.0,-0.09523678046278145,0.4488832913544826,-1.5673512209776708,-0.40109341203412185,-0.10689072057156496,0.19915761872860183,1.8154626957648932
theta.197,4000.0,0.6762839733708774,0.454194904655383,-0.8016276375805755,0.36940574217138866,0.669200854077663,0.9766186829284776,2.2899279827792975
theta.198,4000.0,-0.7289125611086051,0.4510645675703938,-2.1546736436602636,-1.0390454434516232,-0.7301993639030582,-0.4373396941775035,0.9058451784437311
theta.199,4000.0,-0.022586710580598697,0.44572736394195517,-1.9839125294044475,-0.325943391120155,-0.03036025414398785,0.2860600321445585,1.4713283868736426
theta.200,4000.0,-0.36525151783949494,0.43476145690501256,-1.7712457767687133,-0.6548169582661081,-0.376980530107108,-0.07762843435747785,1.1694464699904215
theta.201,4000.0,0.4618852038306011,0.4811524089732274,-1.199443720792868,0.14845496219868487,0.46289790762092453,0.7720053705028569,2.0612530411976175
theta.202,4000.0,1.225620153212192,0.48096393996714637,-0.5550575818288002,0.9020010351554768,1.2281462685995166,1.539140593391219,2.9424485465665233
theta.203,4000.0,0.6364588514466539,0.47526386162321893,-1.1116455586238685,0.32174103718290403,0.631353050502447,0.9530865055490828,2.556402717238021
theta.204,4000.0,-0.4895032209662912,0.46346711954875314,-2.144953201194455,-0.7987131185272417,-0.4972651363381293,-0.1837300479526158,1.43956943683755
theta.205,4000.0,-1.66092501055652,0.4242193081971359,-3.3504534477208963,-1.9436091109854396,-1.6548215964840276,-1.3773682964827894,-0.10804424670857335
theta.206,4000.0,2.491160586235968,0.47750400309332314,0.5615105669905986,2.178950375391303,2.5056199612051193,2.817884126376671,4.030295532783359
theta.207,4000.0,1.0121523078629002,0.5051052353311565,-0.9477530489797688,0.676339790285366,0.9995132905561782,1.349609483523576,2.661012199670763
theta.208,4000.0,0.4000188182207209,0.4457220994229103,-1.6024715194852721,0.10078972934356135,0.3913564013075803,0.6955407861286798,2.0735677132751142
theta.209,4000.0,-0.34281934399565306,0.45148498949183413,-1.7112957358769771,-0.6623754276981346,-0.3476852892747405,-0.03738709331840392,1.4938090079310566
theta.210,4000.0,0.5869699712073528,0.45699479855717773,-1.118833390134285,0.2743375502629132,0.5834645844893716,0.8976639597969264,2.463716598742359
theta.211,4000.0,0.09650312008204065,0.46730771064649146,-1.334743475679311,-0.22228621950115654,0.08447696606308527,0.41042420460315165,1.732174985683997
theta.212,4000.0,0.7551207801027398,0.4754258881464936,-0.8666646602972335,0.425103445548778,0.7534658286979454,1.0793498075760501,2.8036041406759367
theta.213,4000.0,-0.09274326337625749,0.46218521861778755,-1.5999585549384003,-0.4143223065845849,-0.09782683735484404,0.219988166869081,1.5586982565857923
theta.214,4000.0,-0.869779365007104,0.4062586706060193,-2.241583385313401,-1.151963591384347,-0.8660346176002831,-0.5884814261528754,0.6622075926985318
theta.215,4000.0,0.4392481296053644,0.4389920068715223,-0.9163073043699224,0.14472050869416123,0.4328063105367746,0.727882301042067,2.8418237524681573
theta.216,4000.0,0.765866009555996,0.43931955772111275,-0.7034265217280453,0.47637835119964494,0.7563129372866291,1.0463588121478848,2.396187255399652
theta.217,4000.0,-0.7575143295995033,0.4569056962964585,-2.3963773399528803,-1.061845437392772,-0.7671193327046189,-0.45679394764769776,1.0014635907379732
theta.218,4000.0,-1.995848561907309,0.42491942220520207,-3.5512405838000496,-2.263429504448248,-1.978083742826509,-1.7176344844024674,-0.6157247740780705
theta.219,4000.0,0.3244929695472847,0.4382529763363469,-1.1311653045806076,0.0189072264431382,0.3197454036079717,0.6222035195777793,1.899486910337004
theta.220,4000.0,-0.12685210583669815,0.42730769832014637,-1.5481526113502388,-0.41927619399825694,-0.13028668451747538,0.16303219157261412,1.3199595515478904
theta.221,4000.0,-1.3307142882093823,0.396417851860921,-2.915886546575705,-1.6030898186798639,-1.3271714670408876,-1.0684854280778375,0.24948917734960374
theta.222,4000.0,-0.5099563844603237,0.4290039715513118,-2.207736126577397,-0.8102518275378565,-0.5184620825494575,-0.2278503263743491,1.187702220377903
theta.223,4000.0,-0.4064298128242051,0.42634336943264195,-1.8515405404509007,-0.6940543834044385,-0.40985384323802,-0.11633801833001928,1.1905455675122043
theta.224,4000.0,-0.12640221535404342,0.43152132888536165,-1.760778558064355,-0.40686788534337226,-0.1269813502051002,0.1499731626787853,1.5578534040538758
theta.225,4000.0,-0.7111825148966053,0.410461591168287,-2.2850912955620912,-0.9927057484673595,-0.7195690653979849,-0.4222089498265007,1.0663341415230758
theta.226,4000.0,1.4890303486980627,0.48479400440825304,-0.11041550366321352,1.163127683895037,1.4906708291651167,1.8098697535536483,3.2003629664266597
theta.227,4000.0,0.27142218954629554,0.4468929782225307,-1.3220343901680043,-0.025752640117961675,0.2657493680587111,0.5586640669080244,1.871752089954385
theta.228,4000.0,-1.5292314154296018,0.42907099493987205,-3.1847147381038536,-1.8253406677462003,-1.529445088524818,-1.249795756016318,-0.07565458018565127
theta.229,4000.0,0.4585980733178399,0.4792270649876526,-1.3561428976861007,0.13670506725608586,0.45784926427523176,0.7789180465470505,2.20477033524991
theta.230,4000.0,-0.5822525861217493,0.4343536550003087,-1.9854718884181657,-0.8767498329670624,-0.5851875805237908,-0.29477213884463205,0.8932130018397461
theta.231,4000.0,-0.5347745100655377,0.41533322427569175,-1.827714930015825,-0.8180255328637507,-0.533872351878411,-0.2545276122168797,0.9099126647245632
theta.232,4000.0,-1.9841436018412302,0.45337923509708966,-4.085333738275115,-2.281473826541329,-1.974029379818278,-1.6737658829483764,-0.5089136629569612
theta.233,4000.0,-0.6450576127891018,0.4146575029843367,-1.9924592696744805,-0.9220156304152936,-0.6343479631298705,-0.3637847602240796,0.8097622037768198
theta.234,4000.0,0.09703657467445208,0.4474174125599363,-1.3530225322427067,-0.20386919714951363,0.07933618757348501,0.3934323125763224,1.7280359564688343
theta.235,4000.0,0.42514888065889395,0.4577167880505332,-1.1792966274972285,0.11540607147956791,0.41488761636692595,0.7225371532474067,2.145802369449445
theta.236,4000.0,0.034362348453918126,0.4901245187075543,-1.5517905350352454,-0.2980198094894989,0.029264725463462416,0.35756495506167696,1.9503457681401044
theta.237,4000.0,0.8080257210254247,0.4665228662482911,-0.7035668293673314,0.47949172517547756,0.8001251557151442,1.129143175142771,2.7080886965765965
theta.238,4000.0,-0.8693201076866265,0.3984921915234138,-2.5783780520656014,-1.1275438798925128,-0.8720213043512814,-0.6064408271433911,1.0041411236550184
theta.239,4000.0,0.7848053630175982,0.4647923929398049,-1.0699451150814232,0.4739343656630791,0.769578286189649,1.0993110758425606,2.7181144389729885
theta.240,4000.0,0.12710447710192332,0.4493864810984571,-1.6257473671747853,-0.17331805402926043,0.12204824578285187,0.42173390823687995,1.756420333252794
theta.241,4000.0,0.8540804682956302,0.5052492914309451,-0.8522235640163695,0.5057624876407356,0.8483639524716906,1.197019790632949,2.863284231501918
theta.242,4000.0,0.7220892463905706,0.47980183959713074,-1.0175552548418638,0.39383759564128934,0.7169928865770439,1.0335707332351534,2.4197120417708367
theta.243,4000.0,0.37285827485875445,0.43079851925813867,-0.9292596546284266,0.08297978272636616,0.36442043601597884,0.6642600201965989,1.8669055899323892
theta.244,4000.0,-0.3322592523921126,0.44065034153121235,-1.8438721642956877,-0.6340699760271418,-0.33386961205244586,-0.04192992134077448,1.3354334477995555
theta.245,4000.0,1.0391542696615033,0.49167309617486926,-0.8732332101057256,0.7070516962704223,1.0365117206097398,1.3660640847398586,3.0069739549157304
theta.246,4000.0,-1.709012796622644,0.42539574934874064,-3.383667358298806,-1.9868803020916115,-1.709567660796087,-1.4242913318410686,-0.17715059789693546
theta.247,4000.0,-0.1979607328344781,0.45666356231806127,-1.8104440653095257,-0.512980268553098,-0.2026161680654901,0.11208663963692446,1.416153239183772
theta.248,4000.0,-0.4513490270980057,0.44237688092704736,-1.999740297923187,-0.7544008611096021,-0.45653465173313634,-0.16108710657586636,1.075543041683731
theta.249,4000.0,0.006013034471191161,0.4485491137899393,-1.5067078382545793,-0.30625783353203584,-0.002283697312709169,0.3070213438893872,1.633560238173449
theta.250,4000.0,0.6562947030373809,0.45711597833667356,-0.9478071205195515,0.35019043049726717,0.6573710372034207,0.9650274674239654,2.37933175953908
theta.251,4000.0,-0.11346495864004531,0.4543014178439675,-1.8933114308974752,-0.4226591033599475,-0.10732192857755157,0.2010967096776146,1.953516381469779
theta.252,4000.0,0.5161664765608431,0.4655994021301069,-1.1703582104553327,0.19423865770235815,0.5204002997724002,0.8226919129080768,2.0191865886266536
theta.253,4000.0,0.04029284624765272,0.4399186400031994,-1.483999224117459,-0.25252434633021925,0.0452171479438566,0.3339491418407927,1.5845330925638934
theta.254,4000.0,-0.9455798273062176,0.45352486267745673,-2.54570900943195,-1.2536727411576183,-0.9560128950825689,-0.6367607324196938,0.8238073520603597
theta.255,4000.0,1.1741954350157247,0.4809879830313889,-0.4022232850543203,0.8471335439542281,1.1735540640965452,1.500422281870705,3.0066240567648843
theta.256,4000.0,0.400961217272882,0.4828287919356878,-1.302081376559172,0.07820027544269241,0.39817561865071033,0.7235762364104814,2.3174754136300204
theta.257,4000.0,-2.369774141931625,0.46778646023844844,-4.5056925408290445,-2.683664502232327,-2.353004609101495,-2.0443496229065548,-0.8030229546994494
theta.258,4000.0,1.240121563203931,0.500016056083717,-0.5438265875835949,0.8964978649728237,1.2463489625918664,1.5771704292784627,2.869242082495629
theta.259,4000.0,-0.0922305442902149,0.4739653084319498,-1.5564182281581076,-0.4190701300630614,-0.09425781166777566,0.22279940687258798,1.5308293270577205
theta.260,4000.0,-0.48854145359084805,0.4752918726683409,-2.2060882923451772,-0.8163343308075629,-0.4880822945125337,-0.1601977392611846,1.328283163874672
theta.261,4000.0,0.9229396314868655,0.46505922448141074,-0.891101645446892,0.609003503204589,0.9064240055821375,1.2350769157348187,2.5054715984422216
theta.262,4000.0,0.03437404521139799,0.46676951987581483,-1.6058782390739725,-0.28307475717710345,0.03650460958111226,0.3498664172765799,1.662197485861027
theta.263,4000.0,0.14105916615744002,0.42229473763450553,-1.5521129774231193,-0.14628445699086962,0.14020888205861787,0.41794811020389877,1.5399424094878873
theta.264,4000.0,0.8242878981832276,0.4434942640666382,-0.6671735626216205,0.518769110155116,0.8241863848105087,1.124908129178896,2.408232168141309
theta.265,4000.0,1.1207819850501395,0.4765826298219952,-1.0429814472531933,0.7987637328950438,1.1182463416880686,1.4479470656279028,2.6779913092271648
theta.266,4000.0,0.6028452983461648,0.47291718046444053,-1.0180943763960593,0.28165372998016974,0.6016181728286998,0.9299667782362786,2.3436042714839855
theta.267,4000.0,-0.2249878656750488,0.4613190346079014,-1.7537397004155972,-0.5390820201879893,-0.22201170339540502,0.08931768874982993,1.435854515768563
theta.268,4000.0,-0.8903445935427914,0.4516222582911966,-2.481036218932478,-1.209032831485595,-0.8931840446826449,-0.5846688431832949,0.8871833137281889
theta.269,4000.0,0.00899279462076941,0.45508635585315216,-1.9227417895294587,-0.311005151338549,0.01037454360063257,0.31855143365636845,1.6756645151149143
theta.270,4000.0,-0.3488194516137929,0.4320782938096547,-1.835120358565372,-0.6442980765662366,-0.3558994657683183,-0.0540745045517532,1.5192844791119922
theta.271,4000.0,-0.35507178748943274,0.4685399337461223,-1.945677489880317,-0.6748200728963931,-0.3548756421462169,-0.0340236879653919,1.4589918674825084
theta.272,4000.0,-0.021354055782240963,0.43855376989223094,-1.437201901005579,-0.3189068358957064,-0.02906503197618608,0.26624295714382185,1.675620436675767
theta.273,4000.0,-0.42744089392366674,0.4394660982791342,-2.061517029088943,-0.7280965208280301,-0.42750187388588645,-0.13058180790519364,1.2497801930321595
theta.274,4000.0,2.287470197742539,0.4909154017732161,0.5179076426323563,1.9600390132216159,2.2939281719334343,2.6249174532706094,3.8927376340831046
theta.275,4000.0,0.5155513990682195,0.45867039135526955,-1.2743642080435693,0.20691407705691542,0.5105475754279044,0.8136973914812733,2.207901106729268
theta.276,4000.0,0.8679762124112521,0.4942331435016679,-0.8657464969738343,0.5409607654187125,0.8616959737819965,1.177368356085723,2.5789097010375484
theta.277,4000.0,-2.2159264992115935,0.4464154228944286,-4.481237926024631,-2.5037196478551547,-2.2020850630837465,-1.9118851106781607,-0.5642013459369516
theta.278,4000.0,0.8433680769836681,0.4694066879802085,-0.853522302475236,0.5218734277047722,0.8295406940431552,1.1477193061845343,2.4777286334176067
theta.279,4000.0,-1.2536231358986278,0.4515252309517707,-2.7651809217126737,-1.5511128456997705,-1.2559263062240196,-0.9559734706022824,0.2600372857491488
theta.280,4000.0,0.2200918365226923,0.45264494684672446,-1.301997567493507,-0.08425936981735677,0.22274019708673337,0.5171035143676778,1.8633734899724903
theta.281,4000.0,0.5632729073053442,0.4437439394721093,-1.054238299522149,0.2538929393385726,0.5601758147130962,0.8627057224854003,2.0428222062872794
theta.282,4000.0,-0.4343876741202739,0.4144059187929549,-1.765132830891342,-0.7145083568632195,-0.4442434917296826,-0.16256449366443954,1.0425264686839635
theta.283,4000.0,1.3505914423598024,0.49381567771346696,-0.44738412447746845,1.0124367132617675,1.3448881812642555,1.6863522671980367,3.084536967885958
theta.284,4000.0,-0.8028884056891759,0.4226460134383428,-2.2790262229097458,-1.0853482332029336,-0.8044693679933019,-0.5202372416678509,0.6369135715784255
theta.285,4000.0,-0.5321350819451487,0.42297147816533026,-2.22688168649048,-0.8175222368399878,-0.5372643003770611,-0.2534036029550172,1.1229743046227518
theta.286,4000.0,-0.5044394071412696,0.4265109727466436,-2.044039445257509,-0.7945057911014621,-0.5063197185247466,-0.2237362597575091,1.3907913151601736
theta.287,4000.0,-0.8486951860997913,0.40101187296896434,-2.3423556615483214,-1.1235725584107836,-0.8524245082318904,-0.5833493127529796,0.6208458274681988
theta.288,4000.0,0.15096000681849114,0.4817806970286906,-1.559609623167601,-0.17551042794077287,0.1440769747079124,0.4830278294410989,1.8179745270202867
theta.289,4000.0,0.13477502872559333,0.4571993693318804,-1.5541922957070997,-0.16568042931943866,0.1297519396045424,0.43206468687684735,2.148919461482941
theta.290,4000.0,0.7868664309532672,0.44409786661481987,-0.9127912102669263,0.48986131054069726,0.7812338268297826,1.0874929295497644,2.5912313061358745
theta.291,4000.0,-1.074787572812679,0.430617376382956,-2.4329095567983083,-1.364505083424933,-1.0797650341768543,-0.7856660182955356,0.4746936423533286
theta.292,4000.0,0.14961382978040916,0.42855615096280897,-1.330710693884922,-0.1395728824055796,0.1399446710887139,0.43399874198185573,1.6952261622311962
theta.293,4000.0,-0.06894861566275337,0.4849277403097061,-1.7304024573999457,-0.4131858002687093,-0.06771307885835337,0.2580527658949541,1.7119643067337595
theta.294,4000.0,-1.5826266321477336,0.3949902017768734,-2.9563359878542577,-1.8464078312210441,-1.584053666384925,-1.3196231820310182,-0.20967781191413978
theta.295,4000.0,0.7855552177781016,0.4801612833330194,-0.8562455008964545,0.44843630312742055,0.7838732684461461,1.1129291345779606,2.479677214610707
theta.296,4000.0,0.1364763884919141,0.4492638885373598,-1.3779188855279856,-0.14992567906547832,0.13479670768767676,0.43210681572889864,1.9048738198845414
theta.297,4000.0,1.1900159221879676,0.48301429689864533,-0.399994276662453,0.8639719474881308,1.1739962944082727,1.5140503888615633,2.840694353183262
theta.298,4000.0,0.7943180892911655,0.536036906548586,-1.1356620699989162,0.4252974671764044,0.785693226585519,1.1491511798973655,2.5638409089627108
theta.299,4000.0,-0.26917705568435374,0.45379329477111086,-2.0171998249474394,-0.5695521249126825,-0.2627494940380587,0.03143958634187419,1.51780540587876
theta.300,4000.0,-0.22077535263313855,0.4184191007485399,-1.8151957667148617,-0.5019437131927917,-0.2244228427212938,0.05140720221573962,1.4146952100161052
theta.301,4000.0,1.1208357743728794,0.4615199255084031,-0.40604337308750027,0.8111043075955507,1.1206331271542147,1.4403350915605264,2.8864763048027875
theta.302,4000.0,-0.8615765701653988,0.4272219627918176,-2.165150389534506,-1.1510261441308427,-0.8715927332353578,-0.5788849907181276,0.7428943728564812
theta.303,4000.0,1.3247732319037004,0.47920862759517374,-0.14247512363006148,0.9921912750739978,1.3226254301391032,1.6453037673486144,3.0069647701991546
theta.304,4000.0,0.1208099957887143,0.44942288274714104,-1.372687527534246,-0.18036939673447658,0.1155889008834047,0.41778117851456215,1.7864274605403418
theta.305,4000.0,1.3009014758416753,0.4718522952928361,-0.3579177932958414,0.9816591982245606,1.298319556693238,1.6315853928008737,3.0460677317846616
theta.306,4000.0,0.8005848646510353,0.4405047203561066,-0.9077272268772453,0.4986909851542581,0.7977587077002163,1.0889192864138515,2.6942031554826498
theta.307,4000.0,0.5623683537951693,0.4544038253695014,-1.121792822048385,0.24869768908029893,0.5602882914548204,0.8616322392587783,2.1615710694156354
theta.308,4000.0,0.9894363265415361,0.5173226525247442,-1.1791765054726997,0.6346917095028757,0.9824755048451423,1.3369908585308,2.759524096435105
theta.309,4000.0,-0.6965485514593156,0.4362530894261407,-2.1812049518006646,-0.9858147502604808,-0.6906659559192923,-0.41642125341151615,0.9527878271052789
theta.310,4000.0,0.07236225147487142,0.45048480287914233,-1.490237980547317,-0.2476658972463252,0.07222164971329254,0.3664324431078272,1.688490624446168
theta.311,4000.0,0.9195483280484243,0.46447766391994555,-0.6369141070664824,0.608044586442384,0.9101542364450944,1.22980292413869,2.849373268823412
theta.312,4000.0,0.02095501369334938,0.4340817897441548,-1.3143285126542321,-0.27548840455820056,0.01804204026707862,0.3122675660869564,1.58611571155775
theta.313,4000.0,-0.4426926403546802,0.45733916851230244,-2.0952731018764745,-0.74497742646348,-0.4444808621952884,-0.13269539521442086,1.372600972701489
theta.314,4000.0,-0.7683831655563312,0.41614684718419914,-2.3246833325043768,-1.0502831555193015,-0.7703737951839766,-0.49826602927440644,0.8890518628103634
theta.315,4000.0,-0.46992199570918525,0.42326868831448816,-1.8419176260371453,-0.7720921521784625,-0.47259385394510456,-0.18969998664013082,0.9581770239478118
theta.316,4000.0,0.8715213618414243,0.45319842547004485,-0.780209848129511,0.5562525714451242,0.8615097710103212,1.1850198350989256,2.3261044526367276
theta.317,4000.0,-1.062785865781303,0.4139102002952878,-2.565605447733158,-1.3398169233751627,-1.0695881237256972,-0.7898854041998673,0.3893083596332271
theta.318,4000.0,-0.2825788952736983,0.4381758097415388,-1.735346080278397,-0.5862901688762341,-0.28654225761866314,0.012350945757205384,1.2303367614708298
theta.319,4000.0,-1.253709714223678,0.4037750185638514,-2.6800879953360885,-1.5235900698357718,-1.2559829552238568,-0.9815403872413491,0.0642108133330821
theta.320,4000.0,0.6136707396680225,0.4823564725506197,-0.9632363677571519,0.2644791518446822,0.6139069404111455,0.9447871551048732,2.1246012665490097
theta.321,4000.0,1.047573009694301,0.4571725798052992,-0.4070255456301885,0.7471388306697904,1.0459620613959661,1.3470277212840178,2.6368636764695204
theta.322,4000.0,1.448828127041893,0.49277621715480674,-0.1570452514324855,1.1077958504820515,1.4484162347197687,1.784743895084376,3.152078590955176
theta.323,4000.0,0.3239479568559502,0.45049278439232976,-1.2907627295391242,0.010737201095636199,0.3154513314340522,0.6325052373977967,2.051335174018185
theta.324,4000.0,-0.8262205138701872,0.43131073333515785,-2.4484052145076816,-1.1171799171111385,-0.8322864351574697,-0.5495800610577963,0.8801586983059363
theta.325,4000.0,1.0318956587750963,0.4741557645703506,-0.7330784644084012,0.7054228729498835,1.0314666831101809,1.3574848767387286,2.754423635685317
theta.326,4000.0,0.25360847752050036,0.46821941451820387,-1.1902683720990268,-0.0580880657868604,0.24495359890870488,0.5655916349556606,2.1580813777135632
theta.327,4000.0,-0.525827822969166,0.4750714162792576,-2.145905741316305,-0.8606868380512452,-0.5270663122008346,-0.20588492611798456,1.3365008031149623
theta.328,4000.0,0.25175109156013875,0.46131547777707893,-1.2530665955910523,-0.0692530628603953,0.2501129178581448,0.5526942539055694,2.044952729694585
theta.329,4000.0,-0.9111628398815212,0.41972288347362124,-2.5202091336720613,-1.19711488117838,-0.915481989015249,-0.6321352411469178,0.8421541601818885
theta.330,4000.0,-0.4696875535423932,0.4444532483281427,-2.184021341779322,-0.7713624929127534,-0.47214568704236715,-0.17763756989970106,1.8411216077717523
theta.331,4000.0,-0.4020777761972437,0.48486405895738927,-1.9656859766679338,-0.7261931787164402,-0.41298005744478267,-0.07469258052713484,1.3741083314137608
theta.332,4000.0,-1.4864923930616891,0.41412585193024454,-3.025365561213208,-1.7721978702614034,-1.4896495535429988,-1.202672204229738,-0.07574521953307538
theta.333,4000.0,-0.48710498703599087,0.4429026281470064,-1.973459670084362,-0.7846974671602143,-0.483865768814965,-0.1975228401281025,1.083127952817859
theta.334,4000.0,1.1440488314188484,0.5442219149853308,-0.6744175873906166,0.7700627727048003,1.1344039573844353,1.507478750957468,3.1121715148230638
theta.335,4000.0,-0.11239907398219,0.446671255454965,-1.6957727640554388,-0.4135315991059273,-0.12067372049621579,0.1799250393055571,1.4644778003730903
theta.336,4000.0,0.024189928195781144,0.43111121857730444,-1.685185688847393,-0.26390451464813575,0.01620165832179529,0.3016833936492903,1.6848955244776846
theta.337,4000.0,0.8758388054572366,0.4939182343161778,-0.7929121259319185,0.5436789371557926,0.8677518064097339,1.2040204740671978,2.7808942494940116
theta.338,4000.0,-0.3395205032829826,0.43586262561375616,-1.8578935201669793,-0.642629080492081,-0.34348370357961966,-0.04725785262775114,1.1569473112358368
theta.339,4000.0,0.34101329518230217,0.45999371014516766,-1.2140227373965078,0.036683545458569264,0.3447340476601196,0.6491414457258985,1.836487322803011
theta.340,4000.0,0.22702473675721405,0.5237788902963223,-1.639897947652558,-0.13423351514561335,0.21284117797337543,0.5811826122094956,2.1467604329228225
theta.341,4000.0,0.47937173538211353,0.5127658939896964,-1.3486992585417097,0.13202379763918393,0.4740516119503692,0.8211532111412096,2.2166816685923765
theta.342,4000.0,-1.2528663426172177,0.40152170072214505,-2.7547576822847444,-1.5112277043341291,-1.2566765727709832,-0.9844162492222039,0.14009147478073786
theta.343,4000.0,0.420299109828041,0.41749430122974895,-1.4317357944550066,0.14317249741717814,0.41942423787738536,0.6993445015466944,1.759809323609931
theta.344,4000.0,-0.4430000367918943,0.41738831180427977,-1.8461043755981,-0.7177331757583412,-0.44923065244754506,-0.1592666110522578,1.002634941074086
theta.345,4000.0,-2.0935126136932922,0.4406378308325604,-3.9249844720088154,-2.3836707073337915,-2.084338733164227,-1.7993144062952053,-0.2596026463458795
theta.346,4000.0,-0.37388391650427727,0.44474162397410916,-2.174933236726574,-0.6674047161549135,-0.388261140303856,-0.08633598333641249,1.2420970175025756
theta.347,4000.0,0.20715602532907745,0.4437837359033263,-1.3263990776780392,-0.08503416095318486,0.20480229184457838,0.4961193063617162,1.773901257986637
theta.348,4000.0,0.05323515462195479,0.4800712927579722,-1.625031852120952,-0.26219109048273687,0.04956761849676225,0.3689161856087548,1.630862695125367
theta.349,4000.0,0.3418086136159718,0.469623015609587,-1.3944244152818948,0.016282060254239665,0.33518335058717674,0.6565677923053226,2.132454166272653
theta.350,4000.0,0.5447069151854487,0.42750516628814594,-1.2615175041914901,0.2621683086710975,0.5422257689869378,0.8257553836203794,2.1079463259264317
theta.351,4000.0,1.6537415248310425,0.48485223858283966,-0.2549902063401014,1.324401010567132,1.653627923913675,1.986197500450002,3.397442372673633
theta.352,4000.0,0.5670699017149019,0.43663074349327036,-1.1275775094197706,0.27602575830537257,0.5587852420650236,0.8549466076517618,2.2196501842541405
theta.353,4000.0,-0.24080952486099733,0.4268937035159994,-1.9029732198828821,-0.5185241810196194,-0.23672616555661466,0.037991177618582554,1.2567629517329368
theta.354,4000.0,-0.027721257364568087,0.4508146095625747,-1.4910779397794693,-0.3455754325507996,-0.027069513421313002,0.28412367051310566,1.473833107997612
theta.355,4000.0,0.9478748390036817,0.4688896688978252,-0.5730255744540949,0.6361814976056603,0.9354484436106827,1.2584659296639396,2.5266080032860563
theta.356,4000.0,1.057011277265506,0.4804030777014543,-0.5492769985541526,0.7384394343726437,1.057533688207064,1.3797210736731262,2.6204049876657667
theta.357,4000.0,-0.7875298762094727,0.44043746755505053,-2.2910813846563434,-1.0842319568450831,-0.7883090829564505,-0.4869302058894668,0.6023248640149136
theta.358,4000.0,-0.004513256494642855,0.43264055889072955,-1.6870439886521238,-0.29085618907295435,-0.007390034995902017,0.29046991137694234,1.839092997285035
theta.359,4000.0,-1.1293083716582528,0.4077693193668987,-2.545265722731696,-1.3933651569008707,-1.1418086191469639,-0.8638813628692887,0.24854660703264153
theta.360,4000.0,0.48496651871233126,0.4462763041380115,-1.0536583558821668,0.17769482759559274,0.48275531029965946,0.7819296384273874,2.1070568947890034
theta.361,4000.0,-2.072337428377156,0.4092921660083558,-3.6695070643934273,-2.341307986050872,-2.06608236557041,-1.7950603984441813,-0.6184678466329749
theta.362,4000.0,1.0549696555404775,0.46510720990999216,-0.5836162396581265,0.7339361104444687,1.0489539576919398,1.368625507236354,2.7248188038591348
theta.363,4000.0,-0.25192102165699587,0.43536996036700437,-1.5929049535432105,-0.5455397917020746,-0.25522522176104573,0.04450989631282164,1.7177434115184271
theta.364,4000.0,-0.4147417798786274,0.40705071552034644,-1.9946743946483994,-0.6856211254528549,-0.42286355725639313,-0.14156042505272998,1.2449308707391435
theta.365,4000.0,0.08390508376843285,0.44236582690962667,-1.5306147246370012,-0.20462947405083196,0.08062264407607567,0.3741658503036783,1.7471362669473782
theta.366,4000.0,0.3289492960185387,0.47325750778588593,-1.1483922147194567,0.005467248803425688,0.31977058563758637,0.6499254752034447,2.29111497224109
theta.367,4000.0,-0.22064380729775035,0.43441665081418385,-1.8279307668140734,-0.5175882607524354,-0.2173513392171992,0.07104101439387045,1.3101898867487538
theta.368,4000.0,0.4037600672891145,0.45787580808448325,-1.1167070345990817,0.0906257240067187,0.40511991825508,0.7099182709814764,2.1001698071875357
theta.369,4000.0,-0.1557154562006059,0.42505112776782306,-1.543249397437966,-0.4463855130493658,-0.1593739916098501,0.13670581771305595,1.2007626550160986
theta.370,4000.0,-0.046747572623433285,0.42396270345839693,-1.4354506302823105,-0.32515015390220253,-0.051083367475031685,0.23778417136337096,1.6516543686355538
